tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound
RT @chonibIossom: madelaine posted choni art a few days ago i’m sure whatever minerva and cheryl have is short lived and got nothing on cho…,False,en,0,5,2021-02-26 23:15:23,1365440354925838337,"['madelaine', 'posted', 'choni', 'art', 'days', 'ago', 'sure', 'whatever', 'minerva', 'cheryl', 'short', 'lived', 'got', 'nothing', 'cho']",madelaine posted choni art days ago sure whatever minerva cheryl short lived got nothing cho,0.0,0.909,0.091,0.3182,0.0,0.909,0.091,0.3182,0.0,0.909,0.091,0.3182,0.0,0.909,0.091,0.3182,0.0,0.909,0.091,0.3182
RT @tcpazs: feel like we’re not getting a choni kiss before toni leaves https://t.co/NOWVyZVhFC,False,en,0,1,2021-02-26 23:12:40,1365439667823378433,"['feel', 'like', 'getting', 'choni', 'kiss', 'toni', 'leaves']",feel like getting choni kiss toni leaves,0.147,0.695,0.158,0.0433,0.147,0.695,0.158,0.0433,0.147,0.695,0.158,0.0433,0.147,0.695,0.158,0.0433,0.147,0.695,0.158,0.0433
"RT @chonicarrington: so in 5x08 we find out who the father(s) of tonis baby is/are, we see possible cheryl/minerva? kiss and we get some ki…",False,en,0,1,2021-02-26 23:10:32,1365439134534406149,"['5x08', 'find', 'father', 'tonis', 'baby', 'see', 'possible', 'cheryl', 'minerva', 'kiss', 'get', 'ki']",5x08 find father tonis baby see possible cheryl minerva kiss get ki,0.0,0.896,0.104,0.4215,0.0,0.896,0.104,0.4215,0.0,0.896,0.104,0.4215,0.0,0.896,0.104,0.4215,0.0,0.896,0.104,0.4215
@tonidaIe pushing for the choni rain kiss agenda since 2019 https://t.co/s04Q4l8hPP,False,en,2,0,2021-02-26 23:10:15,1365439062983778316,"['pushing', 'choni', 'rain', 'kiss', 'agenda', 'since', '2019']",pushing choni rain kiss agenda since 2019,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215
Choni wedding confirmed https://t.co/G6xX0tV4WZ,True,en,0,0,2021-02-26 23:07:47,1365438442532970502,"['choni', 'wedding', 'confirmed']",choni wedding confirmed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
when choni crash their s6 wedding and get married too for the brittana parallel 😁 https://t.co/yLFTqdXEfo,True,en,5,0,2021-02-26 23:07:07,1365438272286175232,"['choni', 'crash', 's6', 'wedding', 'get', 'married', 'brittana', 'parallel']",choni crash s6 wedding get married brittana parallel,0.162,0.838,0.0,-0.4019,0.162,0.838,0.0,-0.4019,0.162,0.838,0.0,-0.4019,0.162,0.838,0.0,-0.4019,0.162,0.838,0.0,-0.4019
@nayastopaz DONT WORRY IM MANIFESTING THE CHONI KISS just don’t wanna get my hopes up 🤠🤠🤠,False,en,0,0,2021-02-26 23:04:26,1365437597946961929,"['dont', 'worry', 'im', 'manifesting', 'choni', 'kiss', 'wanna', 'get', 'hopes']",dont worry im manifesting choni kiss wanna get hopes,0.0,0.583,0.417,0.8512,0.0,0.583,0.417,0.8512,0.0,0.583,0.417,0.8512,0.0,0.583,0.417,0.8512,0.0,0.583,0.417,0.8512
CHONI AND LITTLE MIX MY BRAND IM CRYING https://t.co/g0dwKZb4ax,True,en,1,0,2021-02-26 23:03:02,1365437246569123845,"['choni', 'little', 'mix', 'brand', 'im', 'crying']",choni little mix brand im crying,0.324,0.676,0.0,-0.5904,0.324,0.676,0.0,-0.5904,0.324,0.676,0.0,-0.5904,0.324,0.676,0.0,-0.5904,0.324,0.676,0.0,-0.5904
choni is truly in their making elaborate ass plans and grand gestures for one another instead of simply talking to each other because they’re both unhinged era huh 😭 https://t.co/XbSn2nhsmT,False,en,75,7,2021-02-26 22:59:04,1365436248278642688,"['choni', 'truly', 'making', 'elaborate', 'ass', 'plans', 'grand', 'gestures', 'one', 'another', 'instead', 'simply', 'talking', 'unhinged', 'era', 'huh']",choni truly making elaborate ass plans grand gestures one another instead simply talking unhinged era huh,0.099,0.734,0.167,0.34,0.099,0.734,0.167,0.34,0.099,0.734,0.167,0.34,0.099,0.734,0.167,0.34,0.099,0.734,0.167,0.34
@ceefromthenorth I hope 🙏🙏🙏 Feels like a potential big episode for Choni and Barchie.,False,en,2,0,2021-02-26 22:58:53,1365436200685740033,"['hope', 'feels', 'like', 'potential', 'big', 'episode', 'choni', 'barchie']",hope feels like potential big episode choni barchie,0.0,0.649,0.351,0.6597,0.0,0.649,0.351,0.6597,0.0,0.649,0.351,0.6597,0.0,0.649,0.351,0.6597,0.0,0.649,0.351,0.6597
Isgt im not watching this show anymore if choni isn’t endgame😭 https://t.co/V4Tpzm3tdY,True,en,0,0,2021-02-26 22:58:38,1365436138807246848,"['isgt', 'im', 'watching', 'show', 'anymore', 'choni', 'endgame']",isgt im watching show anymore choni endgame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
choni rn https://t.co/cJb9R46VoS,True,en,0,0,2021-02-26 22:56:22,1365435566234419202,"['choni', 'rn']",choni rn,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@toniblossoms No we want just Choni not anyone else duh,False,en,3,0,2021-02-26 22:56:14,1365435534928142339,"['want', 'choni', 'anyone', 'else', 'duh']",want choni anyone else duh,0.191,0.696,0.113,-0.2263,0.191,0.696,0.113,-0.2263,0.191,0.696,0.113,-0.2263,0.191,0.696,0.113,-0.2263,0.191,0.696,0.113,-0.2263
RT @mgom_lp: So I think that Cheryl will have a fling with Minerva but Minerva will be using Cheryl so she can expose her for selling fakes…,True,en,0,2,2021-02-26 22:56:13,1365435528427024387,"['think', 'cheryl', 'fling', 'minerva', 'minerva', 'using', 'cheryl', 'expose', 'selling', 'fakes']",think cheryl fling minerva minerva using cheryl expose selling fakes,0.087,0.913,0.0,-0.3172,0.087,0.913,0.0,-0.3172,0.087,0.913,0.0,-0.3172,0.087,0.913,0.0,-0.3172,0.087,0.913,0.0,-0.3172
RT @robynchoni: i don’t think we’ve ever had a choni centric episode. THIS IS OUR TIME https://t.co/xv4eUb5z6j,False,en,0,3,2021-02-26 22:51:01,1365434220924047363,"['think', 'ever', 'choni', 'centric', 'episode', 'time']",think ever choni centric episode time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
I’m dead 😭💀so I was sitting with my cousin and she was talking I wasn’t really listening I just looked at her and said “I just saw choni first adult kiss in my head” she looked at my forehead and said “let’s see” LMAO,False,en,0,0,2021-02-26 22:48:42,1365433639048257536,"['dead', 'sitting', 'cousin', 'talking', 'really', 'listening', 'looked', 'said', 'saw', 'choni', 'first', 'adult', 'kiss', 'head', 'looked', 'forehead', 'said', 'let', 'see', 'lmao']",dead sitting cousin talking really listening looked said saw choni first adult kiss head looked forehead said let see lmao,0.086,0.764,0.149,0.4824,0.086,0.764,0.149,0.4824,0.086,0.764,0.149,0.4824,0.086,0.764,0.149,0.4824,0.086,0.764,0.149,0.4824
RT @quotes439789218: @RiverdaleEPS @madelainepetsch @VanessaMorgan Don’t tell me heather will be back and noooooo choni @madelainepetsch @V…,False,en,0,2,2021-02-26 22:47:07,1365433241335975938,"['tell', 'heather', 'back', 'noooooo', 'choni', 'v']",tell heather back noooooo choni v,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @nayastopaz: S E X Y THATS RIGHT CHONI RAINKISS GONNA BE S E X Y,True,en,0,1,2021-02-26 22:44:56,1365432691152281601,"['e', 'x', 'thats', 'right', 'choni', 'rainkiss', 'gonna', 'e', 'x']",e x thats right choni rainkiss gonna e x,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
wait why does everyone think it’s a choni centric episode in 5x08,False,en,10,0,2021-02-26 22:41:46,1365431891474661379,"['wait', 'everyone', 'think', 'choni', 'centric', 'episode', '5x08']",wait everyone think choni centric episode 5x08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
feel like we’re not getting a choni kiss before toni leaves https://t.co/NOWVyZVhFC,False,en,14,1,2021-02-26 22:41:42,1365431876148547585,"['feel', 'like', 'getting', 'choni', 'kiss', 'toni', 'leaves']",feel like getting choni kiss toni leaves,0.169,0.651,0.181,0.0433,0.169,0.651,0.181,0.0433,0.169,0.651,0.181,0.0433,0.169,0.651,0.181,0.0433,0.169,0.651,0.181,0.0433
@cherylstopaaz using my saved accounts to vote for choni rainkiss,False,en,1,0,2021-02-26 22:41:22,1365431794049429506,"['using', 'saved', 'accounts', 'vote', 'choni', 'rainkiss']",using saved accounts vote choni rainkiss,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215
i think choni is cute but everytime i think of them i think of this girl who stanned them so hard and dyed her hair when toni did,False,en,3,0,2021-02-26 22:39:31,1365431328892735491,"['think', 'choni', 'cute', 'everytime', 'think', 'think', 'girl', 'stanned', 'hard', 'dyed', 'hair', 'toni']",think choni cute everytime think think girl stanned hard dyed hair toni,0.084,0.843,0.073,-0.0771,0.084,0.843,0.073,-0.0771,0.084,0.843,0.073,-0.0771,0.084,0.843,0.073,-0.0771,0.084,0.843,0.073,-0.0771
choni are all of those things 😼 https://t.co/WtFc15vPue,True,en,9,0,2021-02-26 22:38:58,1365431187917963266,"['choni', 'things']",choni things,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Do we think she will do Choni justice https://t.co/5xkWWiv9PC,True,en,1,0,2021-02-26 22:38:52,1365431163960057856,"['think', 'choni', 'justice']",think choni justice,0.0,0.702,0.298,0.5267,0.0,0.702,0.298,0.5267,0.0,0.702,0.298,0.5267,0.0,0.702,0.298,0.5267,0.0,0.702,0.298,0.5267
S E X Y THATS RIGHT CHONI RAINKISS GONNA BE S E X Y https://t.co/1ti4YkSz9Z,True,en,8,1,2021-02-26 22:38:36,1365431097937518594,"['e', 'x', 'thats', 'right', 'choni', 'rainkiss', 'gonna', 'e', 'x']",e x thats right choni rainkiss gonna e x,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
choni *SWANGS JOING WEDDING https://t.co/zoaiEH1aiP,True,en,7,0,2021-02-26 22:38:35,1365431091893567489,"['choni', 'swangs', 'joing', 'wedding']",choni swangs joing wedding,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i think its time we all sit cheryl and toni down and force them to watch choni scenes on youtube and knock some sense into them remind them of WHAT THEY ARE PUSHING AWAY!!!!!!!,False,en,12,0,2021-02-26 22:38:06,1365430968648159234,"['think', 'time', 'sit', 'cheryl', 'toni', 'force', 'watch', 'choni', 'scenes', 'youtube', 'knock', 'sense', 'remind', 'pushing', 'away']",think time sit cheryl toni force watch choni scenes youtube knock sense remind pushing away,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
choni rain kiss when 😁🤔,False,en,1,0,2021-02-26 22:36:21,1365430531803009028,"['choni', 'rain', 'kiss']",choni rain kiss,0.0,0.588,0.412,0.4215,0.0,0.588,0.412,0.4215,0.0,0.588,0.412,0.4215,0.0,0.588,0.412,0.4215,0.0,0.588,0.412,0.4215
i really just hope that toni's screentime before vanessa leaves doesn't revolve completely around choni + surrogacy plot :// i have many fears right now,False,en,15,1,2021-02-26 22:32:15,1365429498053881856,"['really', 'hope', 'toni', 'screentime', 'vanessa', 'leaves', 'revolve', 'completely', 'around', 'choni', 'surrogacy', 'plot', 'many', 'fears', 'right']",really hope toni screentime vanessa leaves revolve completely around choni surrogacy plot many fears right,0.108,0.77,0.122,0.0972,0.108,0.77,0.122,0.0972,0.108,0.77,0.122,0.0972,0.108,0.77,0.122,0.0972,0.108,0.77,0.122,0.0972
thinking about the possible choni kiss in the rain 💭,False,en,5,2,2021-02-26 22:31:52,1365429402264367110,"['thinking', 'possible', 'choni', 'kiss', 'rain']",thinking possible choni kiss rain,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215
i have a choni edit i made from december should i post it besties,False,en,0,0,2021-02-26 22:31:15,1365429248308228101,"['choni', 'edit', 'made', 'december', 'post', 'besties']",choni edit made december post besties,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
WHAT ABOUT choni proposal episode 8 😼,False,en,11,0,2021-02-26 22:29:45,1365428870141386763,"['choni', 'proposal', 'episode', '8']",choni proposal episode 8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @chonistyles: ""THE QUEEN OF CHAOS STRIKES AGAIN""
CHERYL BLOSSOM IS BACK !!!! https://t.co/iobO3I0CLF",False,en,0,10,2021-02-26 22:27:03,1365428191045709824,"['queen', 'chaos', 'strikes', 'cheryl', 'blossom', 'back']",queen chaos strikes cheryl blossom back,0.424,0.576,0.0,-0.87,0.424,0.576,0.0,-0.87,0.424,0.576,0.0,-0.87,0.424,0.576,0.0,-0.87,0.424,0.576,0.0,-0.87
ok but we might actually get a choni love confession to rainkiss in episode 8 😼,False,en,15,0,2021-02-26 22:26:38,1365428083851988996,"['ok', 'might', 'actually', 'get', 'choni', 'love', 'confession', 'rainkiss', 'episode', '8']",ok might actually get choni love confession rainkiss episode 8,0.0,0.598,0.402,0.8126,0.0,0.598,0.402,0.8126,0.0,0.598,0.402,0.8126,0.0,0.598,0.402,0.8126,0.0,0.598,0.402,0.8126
I keep saying I want a rain kiss. But if we actually get one? I WON’T KNOW HOW TO ACT. CHONI TWITTER WILL CRASH,False,en,44,7,2021-02-26 22:26:27,1365428037936947205,"['keep', 'saying', 'want', 'rain', 'kiss', 'actually', 'get', 'one', 'know', 'act', 'choni', 'twitter', 'crash']",keep saying want rain kiss actually get one know act choni twitter crash,0.14,0.693,0.167,-0.0857,0.14,0.693,0.167,-0.0857,0.14,0.693,0.167,-0.0857,0.14,0.693,0.167,-0.0857,0.14,0.693,0.167,-0.0857
"choni rain kiss will be the biggest collapse ever 
https://t.co/fTorYVILui",False,en,69,7,2021-02-26 22:25:33,1365427812174209024,"['choni', 'rain', 'kiss', 'biggest', 'collapse', 'ever']",choni rain kiss biggest collapse ever,0.229,0.571,0.2,-0.1027,0.229,0.571,0.2,-0.1027,0.229,0.571,0.2,-0.1027,0.229,0.571,0.2,-0.1027,0.229,0.571,0.2,-0.1027
@Aneshareowl Yeah 🤘😍,False,en,1,0,2021-02-26 22:25:05,1365427696260546561,['yeah'],yeah,0.0,0.476,0.524,0.296,0.0,0.476,0.524,0.296,0.0,0.476,0.524,0.296,0.0,0.476,0.524,0.296,0.0,0.476,0.524,0.296
All I know is I'm strictly team choni. — Me tooooo https://t.co/bTbWBn1jdR,False,en,1,0,2021-02-26 22:24:53,1365427645631107073,"['know', 'strictly', 'team', 'choni', 'tooooo']",know strictly team choni tooooo,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @ruestopaz: when thunder rumbles while choni are arguing alone outside https://t.co/f9cu7Rjvzp,False,en,0,3,2021-02-26 22:23:05,1365427189534117888,"['thunder', 'rumbles', 'choni', 'arguing', 'alone', 'outside']",thunder rumbles choni arguing alone outside,0.333,0.667,0.0,-0.6124,0.333,0.667,0.0,-0.6124,0.333,0.667,0.0,-0.6124,0.333,0.667,0.0,-0.6124,0.333,0.667,0.0,-0.6124
RT @mylittlefaith: dream scenario is still choni get interrupted during an important talk in 508 and agree to meet somewhere later to finis…,False,en,0,2,2021-02-26 22:20:33,1365426555690876930,"['dream', 'scenario', 'still', 'choni', 'get', 'interrupted', 'important', 'talk', '508', 'agree', 'meet', 'somewhere', 'later', 'finis']",dream scenario still choni get interrupted important talk 508 agree meet somewhere later finis,0.08,0.691,0.229,0.4767,0.08,0.691,0.229,0.4767,0.08,0.691,0.229,0.4767,0.08,0.691,0.229,0.4767,0.08,0.691,0.229,0.4767
CHONI SO TRUE https://t.co/20GYoVGMU2,False,en,0,0,2021-02-26 22:19:56,1365426398324658177,"['choni', 'true']",choni true,0.0,0.397,0.603,0.6766,0.0,0.397,0.603,0.6766,0.0,0.397,0.603,0.6766,0.0,0.397,0.603,0.6766,0.0,0.397,0.603,0.6766
when we get a choni kiss right before vanessa goes on maternity leave and then we’re left on a cliffhanger until after the hiatus https://t.co/BAZMIfBuHC,False,en,7,0,2021-02-26 22:18:38,1365426073329152002,"['get', 'choni', 'kiss', 'right', 'vanessa', 'goes', 'maternity', 'leave', 'left', 'cliffhanger', 'hiatus']",get choni kiss right vanessa goes maternity leave left cliffhanger hiatus,0.048,0.84,0.112,0.3818,0.048,0.84,0.112,0.3818,0.048,0.84,0.112,0.3818,0.048,0.84,0.112,0.3818,0.048,0.84,0.112,0.3818
@chonicarrington OK CHONI CENTRIC EP IS COMING 🙇‍♀️,False,en,0,0,2021-02-26 22:18:12,1365425964415672327,"['ok', 'choni', 'centric', 'ep', 'coming']",ok choni centric ep coming,0.0,0.705,0.295,0.4466,0.0,0.705,0.295,0.4466,0.0,0.705,0.295,0.4466,0.0,0.705,0.295,0.4466,0.0,0.705,0.295,0.4466
discussing choni theories with irl who just agrees with everything i say but very passionately,False,en,5,0,2021-02-26 22:16:51,1365425624366645249,"['discussing', 'choni', 'theories', 'irl', 'agrees', 'everything', 'say', 'passionately']",discussing choni theories irl agrees everything say passionately,0.0,0.651,0.349,0.7535,0.0,0.651,0.349,0.7535,0.0,0.651,0.349,0.7535,0.0,0.651,0.349,0.7535,0.0,0.651,0.349,0.7535
WAIT THERES GONNA BE A CHONI CENTRIC EP?  SOOOO TRUE,False,en,0,0,2021-02-26 22:15:45,1365425346187780099,"['wait', 'theres', 'gonna', 'choni', 'centric', 'ep', 'soooo', 'true']",wait theres gonna choni centric ep soooo true,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215
when riverdale pulls a glee and has choni &amp; kangs have a joint wedding 🤩🤩🤩🤩,False,en,68,3,2021-02-26 22:14:08,1365424937683591169,"['riverdale', 'pulls', 'glee', 'choni', 'amp', 'kangs', 'joint', 'wedding']",riverdale pulls glee choni amp kangs joint wedding,0.0,0.741,0.259,0.6369,0.0,0.741,0.259,0.6369,0.0,0.741,0.259,0.6369,0.0,0.741,0.259,0.6369,0.0,0.741,0.259,0.6369
@robynchoni true but other people (*cough bhs cough*) think of it as choni centric because the het couples were barely in it,False,en,1,0,2021-02-26 22:14:02,1365424912454803458,"['true', 'people', 'cough', 'bhs', 'cough', 'think', 'choni', 'centric', 'het', 'couples', 'barely']",true people cough bhs cough think choni centric het couples barely,0.0,0.917,0.083,0.2263,0.0,0.917,0.083,0.2263,0.0,0.917,0.083,0.2263,0.0,0.917,0.083,0.2263,0.0,0.917,0.083,0.2263
RT @flirtytopaz: really thought we were going to get a choni kiss by 5x08 https://t.co/x1i77UPG94,False,en,0,5,2021-02-26 22:13:26,1365424764769157130,"['really', 'thought', 'going', 'get', 'choni', 'kiss', '5x08']",really thought going get choni kiss 5x08,0.0,0.823,0.177,0.4215,0.0,0.823,0.177,0.4215,0.0,0.823,0.177,0.4215,0.0,0.823,0.177,0.4215,0.0,0.823,0.177,0.4215
CHONI CENTRIC EP IM SO READY,False,en,3,0,2021-02-26 22:13:10,1365424693738676234,"['choni', 'centric', 'ep', 'im', 'ready']",choni centric ep im ready,0.0,0.642,0.358,0.4201,0.0,0.642,0.358,0.4201,0.0,0.642,0.358,0.4201,0.0,0.642,0.358,0.4201,0.0,0.642,0.358,0.4201
where y’all get this choni centric confirmation from just setting yourselves up for disappointment,False,en,4,0,2021-02-26 22:12:23,1365424500486131722,"['get', 'choni', 'centric', 'confirmation', 'setting', 'disappointment']",get choni centric confirmation setting disappointment,0.202,0.798,0.0,-0.5106,0.202,0.798,0.0,-0.5106,0.202,0.798,0.0,-0.5106,0.202,0.798,0.0,-0.5106,0.202,0.798,0.0,-0.5106
"RT @adoreschoni: i genuinely think that synopsis confirmed we're getting a choni love confession, here's how we still can win:",False,en,0,1,2021-02-26 22:12:23,1365424499814973452,"['genuinely', 'think', 'synopsis', 'confirmed', 'getting', 'choni', 'love', 'confession', 'still', 'win']",genuinely think synopsis confirmed getting choni love confession still win,0.0,0.667,0.333,0.8402,0.0,0.667,0.333,0.8402,0.0,0.667,0.333,0.8402,0.0,0.667,0.333,0.8402,0.0,0.667,0.333,0.8402
@robynchoni the closest we got was 3x12 but even that wasn’t really “choni centric” they were just one of the bigger plots,False,en,2,0,2021-02-26 22:12:18,1365424479330045959,"['closest', 'got', '3x12', 'even', 'really', 'choni', 'centric', 'one', 'bigger', 'plots']",closest got 3x12 even really choni centric one bigger plots,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"So I think that Cheryl will have a fling with Minerva but Minerva will be using Cheryl so she can expose her for selling fakes, I think she’ll find out that Jason’s painting is a fake &amp; when she exposes Cheryl she’ll go to jail &amp;that will explain Mads photos on a jumpsuit #choni https://t.co/snL91aqetU",True,en,4,2,2021-02-26 22:11:40,1365424319434792964,"['think', 'cheryl', 'fling', 'minerva', 'minerva', 'using', 'cheryl', 'expose', 'selling', 'fakes', 'think', 'find', 'jason', 'painting', 'fake', 'amp', 'exposes', 'cheryl', 'go', 'jail', 'amp', 'explain', 'mads', 'photos', 'jumpsuit', 'choni']",think cheryl fling minerva minerva using cheryl expose selling fakes think find jason painting fake amp exposes cheryl go jail amp explain mads photos jumpsuit choni,0.205,0.795,0.0,-0.8978,0.205,0.795,0.0,-0.8978,0.205,0.795,0.0,-0.8978,0.205,0.795,0.0,-0.8978,0.205,0.795,0.0,-0.8978
